epoch,accuracy,loss,mAP,val_accuracy,val_loss,val_mAP
35,0.9955196976661682,0.015122460201382637,0.9993806481361389,0.9121338725090027,0.5296703577041626,0.9520044922828674
36,0.9970131516456604,0.008637916296720505,0.9999549388885498,0.9316596984863281,0.45017674565315247,0.9477236270904541
37,0.999402642250061,0.002798396395519376,0.9999912977218628,0.9260808825492859,0.4583553671836853,0.9540368914604187
38,0.999402642250061,0.004398099146783352,0.9989942908287048,0.9302650094032288,0.4393526315689087,0.9545727372169495
39,0.9997013211250305,0.0015970260137692094,0.9999974966049194,0.9330543875694275,0.4357107877731323,0.9525858163833618
40,0.9997013211250305,0.0026919380761682987,0.9994966983795166,0.9260808825492859,0.4501238465309143,0.9534186720848083
41,0.9997013211250305,0.0020342667121440172,0.9994979500770569,0.9302650094032288,0.4376566708087921,0.9564982652664185
42,0.999402642250061,0.0025859884917736053,0.99949711561203,0.9302650094032288,0.4494036138057709,0.9464825987815857
43,0.9997013211250305,0.003300783224403858,0.9994969964027405,0.9302650094032288,0.42160263657569885,0.958184003829956
44,0.9997013211250305,0.001969539327546954,0.999497652053833,0.9316596984863281,0.4382891058921814,0.9530936479568481
45,0.9997013211250305,0.0023879283107817173,0.9994969964027405,0.9232915043830872,0.43937915563583374,0.958014726638794
46,0.9997013211250305,0.002071497030556202,0.9994978904724121,0.9288703203201294,0.47346216440200806,0.9515261650085449
47,0.9997013211250305,0.0027150227688252926,0.9994969964027405,0.9274755716323853,0.4800926148891449,0.9485626816749573
48,0.9952210187911987,0.015130612999200821,0.9989259243011475,0.9274755716323853,0.48392367362976074,0.9480902552604675
49,0.9979091882705688,0.006357019767165184,0.9999762773513794,0.9330543875694275,0.4933609664440155,0.9496260285377502
